id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,descuento,sucursal,canal,medio_pago
V004218,04/02/2026,C1414,P0092,1,3400,0.05,Centro,Local,Transferencia
V004218,04/02/2026,C1414,P0061,2,45210,0.05,Centro,Local,Crédito
V004219,02/09/2025,C1328,P0010,1,4290,0,City Bell,Local,QR
V004220,05/03/2026,C0383,P0142,1,57340,0,City Bell,Local,Transferencia
V004221,13/02/2026,C0592,P0080,1,24350,0.15,City Bell,Local,Débito
V004221,13/02/2026,C0592,P0029,1,38650,0,City Bell,Local,Crédito
V004221,13/02/2026,C0592,P0015,1,39530,0,City Bell,Local,Débito
V004221,13/02/2026,C0592,P0004,1,27370,0,City Bell,Local,Transferencia
V004222,11/08/2025,C1548,P0169,1,56930,0,City Bell,Local,Efectivo
V004223,26/07/2026,C0523,P0140,1,68110,0,Los Hornos,Local,Crédito
V004223,26/07/2026,C0523,P0007,1,20620,0,Los Hornos,Local,Transferencia
V004223,26/07/2026,C0523,P0090,1,9640,0.05,Los Hornos,Local,Transferencia
V004223,26/07/2026,C0523,P0121,1,16270,0,Los Hornos,Local,Transferencia
V004224,15/02/2026,,P0155,1,38660,0.1,Centro,Local,Efectivo
V004224,15/02/2026,,P0072,1,5870,0.05,Centro,Local,Débito
V004225,24/05/2026,,P0147,1,55220,0,Centro,Local,Efectivo
V004225,24/05/2026,,P0096,1,9730,0,Centro,Local,Efectivo
V004226,05/07/2025,C0674,P0164,1,17640,0,Centro,Local,QR
V004226,05/07/2025,C0674,P0061,1,49650,0,Centro,Local,Transferencia
V004226,05/07/2025,C0674,P0047,1,34890,0.05,Centro,Local,Crédito
V004226,05/07/2025,C0674,P0021,1,51790,0.15,Centro,Local,Efectivo
V004227,21/07/2026,C1718,P0102,1,4350,0.1,Ecommerce,Online,Débito
V004227,21/07/2026,C1718,P0051,1,23560,0,Ecommerce,Online,Transferencia
V004228,17/07/2026,,P0111,1,3570,0.05,Centro,Local,Efectivo
V004228,17/07/2026,,P0172,1,18340,0,Centro,Local,Efectivo
V004229,27/09/2025,C1878,P0102,1,4410,0.05,Centro,Local,Débito
V004229,27/09/2025,C1878,P0073,1,61520,0.1,Centro,Local,QR
V004229,27/09/2025,C1878,P0157,1,34380,0.1,Centro,Local,Crédito
V004230,01/02/2025,C0986,P0068,1,31890,0,Centro,Local,Efectivo
V004230,01/02/2025,C0986,P0183,1,37280,0,Centro,Local,Transferencia
V004230,01/02/2025,C0986,P0038,1,12380,0,Centro,Local,Transferencia
V004231,16/04/2026,C1977,P0088,1,10530,0,City Bell,Local,Débito
V004231,16/04/2026,C1977,P0015,1,39800,0,City Bell,Local,Efectivo
V004232,29/08/2025,C0964,P0062,1,28130,0,Los Hornos,Local,Efectivo
V004232,29/08/2025,C0964,P0161,2,58410,0.1,Los Hornos,Local,QR
V004233,29/05/2025,C0418,P0031,2,35960,0,Centro,Local,Crédito
V004233,29/05/2025,C0418,P0167,1,54460,0.1,Centro,Local,Crédito
V004233,29/05/2025,C0418,P0033,4,46500,0,Centro,Local,Efectivo
V004234,07/02/2026,C0637,P0102,3,4390,0,Los Hornos,Local,QR
V004235,11/01/2025,C0774,P0008,1,48320,0,Centro,Local,QR
V004236,07/11/2025,C1618,P0034,1,52390,0,Ecommerce,Online,Transferencia
V004236,07/11/2025,C1618,P0142,2,60600,0.05,Ecommerce,Online,Crédito
V004237,17/01/2026,C0180,P0010,1,4720,0,Centro,Local,Débito
V004237,17/01/2026,C0180,P0151,1,87270,0.1,Centro,Local,Crédito
V004237,17/01/2026,C0180,P0118,1,12040,0.1,Centro,Local,Transferencia
V004237,17/01/2026,C0180,P0006,1,51980,0.1,Centro,Local,QR
V004238,13/06/2025,C0793,P0023,1,51750,0.1,Los Hornos,Local,Efectivo
V004239,25/02/2025,C0631,P0016,3,71380,0,Centro,Local,Crédito
V004240,10/10/2025,C1193,P0001,1,23570,0.05,City Bell,Local,Crédito
V004240,10/10/2025,C1193,P0135,2,4980,0.1,City Bell,Local,Efectivo
V004240,10/10/2025,C1193,P0153,2,36320,0.05,City Bell,Local,Efectivo
V004240,10/10/2025,C1193,P0005,1,21200,0.05,City Bell,Local,Transferencia
V004241,06/12/2025,C0999,P0181,1,29950,0,City Bell,Local,Efectivo
V004241,06/12/2025,C0999,P0081,1,9490,0.05,City Bell,Local,Transferencia
V004242,08/10/2025,C0046,P0066,1,72120,0.1,Centro,Local,Transferencia
V004243,10/06/2026,C0453,P0160,2,53640,0,Los Hornos,Local,Transferencia
V004243,10/06/2026,C0453,P0002,1,7550,0,Los Hornos,Local,Transferencia
V004244,24/05/2026,C1444,P0079,3,45170,0,Ecommerce,Online,Transferencia
V004244,24/05/2026,C1444,P0089,2,5760,0,Ecommerce,Online,Mercado Pago
V004245,21/01/2025,,P0053,2,16660,0,Centro,Local,QR
V004245,21/01/2025,,P0031,1,33260,0,Centro,Local,Transferencia
V004245,21/01/2025,,P0101,1,5430,0.05,Centro,Local,Débito
V004245,21/01/2025,,P0009,1,9550,0.05,Centro,Local,Transferencia
V004246,06/08/2026,C1449,P0001,1,25070,0,Ecommerce,Online,Crédito
V004246,06/08/2026,C1449,P0062,1,26690,0.1,Ecommerce,Online,Débito
V004246,06/08/2026,C1449,P0007,1,18370,0.05,Ecommerce,Online,Mercado Pago
V004246,06/08/2026,C1449,P0009,2,9340,0.1,Ecommerce,Online,Crédito
V004247,07/10/2025,C0088,P0069,1,66420,0,Ecommerce,Online,Débito
V004247,07/10/2025,C0088,P0100,1,6620,0,Ecommerce,Online,Débito
V004247,07/10/2025,C0088,P0194,1,21220,0,Ecommerce,Online,Mercado Pago
V004248,12/06/2025,C0595,P0091,1,7940,0,Ecommerce,Online,Mercado Pago
V004248,12/06/2025,C0595,P0003,1,23830,0,Ecommerce,Online,Débito
V004248,12/06/2025,C0595,P0044,1,19110,0.05,Ecommerce,Online,Débito
V004249,03/12/2025,C0101,P0130,1,10920,0.1,Centro,Local,Débito
V004249,03/12/2025,C0101,P0012,2,21650,0,Centro,Local,Efectivo
V004250,28/04/2025,C1124,P0042,1,33380,0.1,Ecommerce,Online,Transferencia
V004250,28/04/2025,C1124,P0083,1,4850,0.15,Ecommerce,Online,Crédito
V004250,28/04/2025,C1124,P0001,1,22710,0.1,Ecommerce,Online,Transferencia
V004250,28/04/2025,C1124,P0004,1,27700,0,Ecommerce,Online,Crédito
V004251,04/06/2026,C0426,P0099,2,6790,0,Centro,Local,Crédito
V004251,04/06/2026,C0426,P0139,2,31140,0.05,Centro,Local,Débito
V004252,30/01/2025,C0712,P0115,1,16340,0,City Bell,Local,Efectivo
V004252,30/01/2025,C0712,P0057,1,21460,0,City Bell,Local,Crédito
V004252,30/01/2025,C0712,P0018,1,12410,0,City Bell,Local,Crédito
V004252,30/01/2025,C0712,P0004,2,26130,0.15,City Bell,Local,QR
V004253,09/12/2025,C1030,P0133,2,3580,0.05,Centro,Local,Efectivo
V004254,12/03/2026,,P0169,1,58100,0,City Bell,Local,Débito
V004254,12/03/2026,,P0001,2,25430,0,City Bell,Local,Transferencia
V004254,12/03/2026,,P0020,1,46770,0.05,City Bell,Local,Crédito
V004255,12/03/2026,C1023,P0002,1,7090,0,City Bell,Local,Transferencia
V004255,12/03/2026,C1023,P0174,2,73630,0,City Bell,Local,QR
V004256,02/04/2026,C1490,P0017,2,32650,0,Los Hornos,Local,Transferencia
V004256,02/04/2026,C1490,P0142,1,62340,0,Los Hornos,Local,Débito
V004256,02/04/2026,C1490,P0103,1,2660,0,Los Hornos,Local,QR
V004256,02/04/2026,C1490,P0108,1,3410,0,Los Hornos,Local,Transferencia
V004257,20/09/2025,C1458,P0014,1,48710,0,Centro,Local,Efectivo
V004257,20/09/2025,C1458,P0001,2,25140,0.15,Centro,Local,Débito
V004257,20/09/2025,C1458,P0020,1,48300,0,Centro,Local,Débito
V004257,20/09/2025,C1458,P0015,1,39060,0.05,Centro,Local,Débito
V004258,19/05/2025,C0548,P0136,1,70750,0,Centro,Local,Transferencia
V004258,19/05/2025,C0548,P0156,3,58010,0,Centro,Local,Crédito
V004258,19/05/2025,C0548,P0152,1,54730,0,Centro,Local,Efectivo
V004259,18/02/2026,C1061,P0008,2,46800,0.05,Ecommerce,Online,Crédito
V004259,18/02/2026,C1061,P0146,2,34610,0,Ecommerce,Online,Débito
V004260,20/06/2026,C0714,P0179,2,26480,0,Centro,Local,Efectivo
V004261,02/10/2025,C0847,P0188,1,13740,0,Ecommerce,Online,Débito
V004261,02/10/2025,C0847,P0091,2,8960,0,Ecommerce,Online,Mercado Pago
V004261,02/10/2025,C0847,P0004,2,26100,0,Ecommerce,Online,Débito
V004262,27/08/2026,,P0048,1,51290,0,Centro,Local,Transferencia
V004263,26/03/2026,C1191,P0007,1,19110,0,Centro,Local,Crédito
V004263,26/03/2026,C1191,P0172,1,19520,0,Centro,Local,Crédito
V004263,26/03/2026,C1191,P0040,1,21000,0,Centro,Local,Efectivo
V004264,22/06/2025,C1691,P0025,1,34170,0,City Bell,Local,Débito
V004264,22/06/2025,C1691,P0097,1,9540,0,City Bell,Local,Transferencia
V004264,22/06/2025,C1691,P0107,1,9070,0,City Bell,Local,Efectivo
V004265,11/06/2025,C0473,P0004,1,25270,0,City Bell,Local,Efectivo
V004265,11/06/2025,C0473,P0055,1,34760,0,City Bell,Local,Débito
V004265,11/06/2025,C0473,P0033,1,52960,0,City Bell,Local,Crédito
V004265,11/06/2025,C0473,P0029,1,39640,0,City Bell,Local,Efectivo
V004266,10/06/2026,C1583,P0085,1,3610,0.05,City Bell,Local,Transferencia
V004266,10/06/2026,C1583,P0086,2,10010,0,City Bell,Local,Transferencia
V004266,10/06/2026,C1583,P0077,1,64260,0,City Bell,Local,Transferencia
V004266,10/06/2026,C1583,P0018,3,13950,0,City Bell,Local,Transferencia
V004267,26/07/2025,C1486,P0048,1,54140,0,City Bell,Local,Efectivo
V004267,26/07/2025,C1486,P0016,1,68330,0,City Bell,Local,Crédito
V004267,26/07/2025,C1486,P0003,4,24210,0,City Bell,Local,Efectivo
V004268,21/04/2026,C0150,P0196,1,25150,0,City Bell,Local,QR
V004268,21/04/2026,C0150,P0148,1,42140,0,City Bell,Local,Débito
V004268,21/04/2026,C0150,P0170,2,19130,0.2,City Bell,Local,Transferencia
V004269,24/02/2025,C1438,P0029,1,39750,0,Centro,Local,Efectivo
V004269,24/02/2025,C1438,P0057,1,22630,0,Centro,Local,Efectivo
V004269,24/02/2025,C1438,P0101,1,5000,0,Centro,Local,Efectivo
V004269,24/02/2025,C1438,P0106,2,4490,0.1,Centro,Local,Transferencia
V004270,27/02/2025,C1709,P0065,2,7020,0,City Bell,Local,Débito
V004270,27/02/2025,C1709,P0053,1,17850,0,City Bell,Local,Transferencia
V004270,27/02/2025,C1709,P0068,1,32220,0,City Bell,Local,Débito
V004270,27/02/2025,C1709,P0005,2,21460,0,City Bell,Local,Efectivo
V004271,27/03/2026,C0692,P0004,1,27840,0.15,Ecommerce,Online,Mercado Pago
V004271,27/03/2026,C0692,P0023,1,56100,0,Ecommerce,Online,Crédito
V004271,27/03/2026,C0692,P0114,1,8810,0,Ecommerce,Online,Mercado Pago
V004272,25/02/2025,C0717,P0064,1,31190,0,Ecommerce,Online,Transferencia
V004272,25/02/2025,C0717,P0027,1,21750,0.05,Ecommerce,Online,Transferencia
V004272,25/02/2025,C0717,P0180,1,38000,0,Ecommerce,Online,Mercado Pago
V004272,25/02/2025,C0717,P0058,4,16760,0.05,Ecommerce,Online,Débito
V004273,14/01/2026,,P0010,1,4920,0,City Bell,Local,Transferencia
V004274,10/04/2025,C0885,P0019,2,13280,0,Centro,Local,QR
V004274,10/04/2025,C0885,P0141,1,57290,0,Centro,Local,Crédito
V004274,10/04/2025,C0885,P0116,2,3510,0.1,Centro,Local,Efectivo
V004274,10/04/2025,C0885,P0014,1,46190,0.05,Centro,Local,Transferencia
V004275,28/08/2026,,P0014,1,45540,0,Los Hornos,Local,Transferencia
V004275,28/08/2026,,P0082,1,4640,0,Los Hornos,Local,Crédito
V004275,28/08/2026,,P0185,1,19270,0.05,Los Hornos,Local,QR
V004276,01/09/2025,C0722,P0033,1,48110,0.1,Centro,Local,Crédito
V004277,09/02/2025,,P0049,1,60600,0,Centro,Local,Crédito
V004277,09/02/2025,,P0074,2,30830,0.15,Centro,Local,Transferencia
V004277,09/02/2025,,P0142,1,60910,0.05,Centro,Local,Crédito
V004277,09/02/2025,,P0042,1,35470,0,Centro,Local,Débito
V004278,03/01/2026,C0376,P0055,1,34620,0,Ecommerce,Online,Crédito
V004278,03/01/2026,C0376,P0032,1,28480,0,Ecommerce,Online,Mercado Pago
V004279,03/06/2026,C0887,P0004,1,24870,0.05,City Bell,Local,Débito
V004279,03/06/2026,C0887,P0169,1,55970,0,City Bell,Local,Efectivo
V004279,03/06/2026,C0887,P0184,4,37530,0,City Bell,Local,Efectivo
V004279,03/06/2026,C0887,P0193,3,28220,0.05,City Bell,Local,Crédito
V004280,11/08/2025,,P0186,1,9980,0.05,Ecommerce,Online,Transferencia
V004280,11/08/2025,,P0157,1,35030,0,Ecommerce,Online,Crédito
V004280,11/08/2025,,P0092,1,2980,0,Ecommerce,Online,Débito
V004280,11/08/2025,,P0010,1,4590,0.05,Ecommerce,Online,Crédito
V004281,15/01/2025,C1950,P0019,2,12440,0.05,Ecommerce,Online,Transferencia
V004282,10/03/2025,C1209,P0182,1,36480,0,Ecommerce,Online,Débito
V004282,10/03/2025,C1209,P0102,1,4490,0,Ecommerce,Online,Transferencia
V004283,06/09/2025,,P0182,2,35830,0,City Bell,Local,Crédito
V004284,25/07/2026,,P0122,1,11190,0.05,City Bell,Local,Débito
V004284,25/07/2026,,P0086,4,9350,0,City Bell,Local,QR
V004285,26/08/2026,C0772,P0080,1,25280,0,City Bell,Local,QR
V004285,26/08/2026,C0772,P0196,1,26750,0.2,City Bell,Local,Transferencia
V004286,20/10/2025,,P0001,1,22450,0.1,Ecommerce,Online,Mercado Pago
V004286,20/10/2025,,P0015,1,40220,0,Ecommerce,Online,Crédito
V004286,20/10/2025,,P0007,1,18080,0,Ecommerce,Online,Mercado Pago
V004286,20/10/2025,,P0030,1,20850,0,Ecommerce,Online,Crédito
V004287,09/02/2026,C1398,P0071,1,8580,0,Ecommerce,Online,Crédito
V004287,09/02/2026,C1398,P0089,2,5850,0,Ecommerce,Online,Transferencia
V004288,24/08/2025,C1431,P0003,1,25670,0,Centro,Local,Efectivo
V004288,24/08/2025,C1431,P0153,1,34880,0,Centro,Local,Efectivo
V004289,10/08/2025,,P0001,4,24990,0.05,Centro,Local,Crédito
V004290,28/03/2026,C0848,P0119,1,6460,0,City Bell,Local,Crédito
V004291,20/06/2026,C1259,P0001,2,22550,0,Centro,Local,Débito
V004291,20/06/2026,C1259,P0023,1,56280,0,Centro,Local,Débito
V004291,20/06/2026,C1259,P0095,2,7710,0,Centro,Local,Crédito
V004292,15/02/2025,C0944,P0020,1,47720,0,Ecommerce,Online,Débito
V004292,15/02/2025,C0944,P0041,1,47910,0.05,Ecommerce,Online,Mercado Pago
V004293,20/03/2026,C0368,P0001,2,25410,0,Los Hornos,Local,QR
V004293,20/03/2026,C0368,P9999,1,22730,0.05,Los Hornos,Local,Débito
V004293,20/03/2026,C0368,P0009,4,9220,0,Los Hornos,Local,Efectivo
V004294,06/04/2026,C1994,P0053,1,17150,0,City Bell,Local,Débito
V004294,06/04/2026,C1994,P0090,1,10210,0,City Bell,Local,Crédito
V004294,06/04/2026,C1994,P0068,1,33560,0,City Bell,Local,Efectivo
V004294,06/04/2026,C1994,P0019,1,13710,0,City Bell,Local,Efectivo
V004295,13/03/2026,C1833,P0020,1,51660,0,Centro,Local,Débito
V004295,13/03/2026,C1833,P0033,1,50110,0.05,Centro,Local,QR
V004295,13/03/2026,C1833,P0029,3,43550,0,Centro,Local,Crédito
V004296,29/01/2025,C1010,P0130,1,11040,0.1,Ecommerce,Online,Transferencia
V004296,29/01/2025,C1010,P0064,1,34700,0,Ecommerce,Online,Débito
V004297,07/08/2026,C1522,P0144,1,35970,0.2,Los Hornos,Local,Transferencia
V004298,13/01/2025,,P0050,3,36550,0,Los Hornos,Local,Efectivo
V004299,20/03/2026,C1393,P0047,1,37640,0,Ecommerce,Online,Débito
V004299,20/03/2026,C1393,P0002,1,7680,0,Ecommerce,Online,Débito
V004300,14/07/2025,C0675,P0189,1,6990,0,Los Hornos,Local,Crédito
V004300,14/07/2025,C0675,P0008,3,43030,0.05,Los Hornos,Local,Crédito
V004300,14/07/2025,C0675,P0128,2,12320,0,Los Hornos,Local,Transferencia
V004300,14/07/2025,C0675,P0037,2,50900,0.05,Los Hornos,Local,Transferencia
V004301,21/05/2025,C0439,P0122,1,10940,0.15,Centro,Local,Efectivo
V004301,21/05/2025,C0439,P0061,1,49600,0.05,Centro,Local,QR
V004302,18/05/2025,C1475,P0006,2,52290,0.05,City Bell,Local,Crédito
V004302,18/05/2025,C1475,P0091,2,8060,0,City Bell,Local,Transferencia
V004303,20/07/2025,,P0045,1,58870,0.05,Ecommerce,Online,Transferencia
V004303,20/07/2025,,P0091,2,8040,0,Ecommerce,Online,Débito
V004303,20/07/2025,,P0024,1,17270,0,Ecommerce,Online,Débito
V004303,20/07/2025,,P0130,1,10760,0,Ecommerce,Online,Mercado Pago
V004304,04/10/2025,C1546,P0044,2,18760,0.05,Ecommerce,Online,Transferencia
V004304,04/10/2025,C1546,P0106,2,4830,0,Ecommerce,Online,Mercado Pago
V004304,04/10/2025,C1546,P0132,1,19630,0,Ecommerce,Online,Débito
V004305,16/04/2026,C0823,P0095,1,8380,0.15,Los Hornos,Local,QR
V004306,18/07/2026,,P0108,1,3500,0,Ecommerce,Online,Mercado Pago
V004307,07/12/2025,C0630,P0001,2,22990,0.05,Centro,Local,Crédito
V004307,07/12/2025,C0630,P0145,1,54230,0,Centro,Local,Débito
V004307,07/12/2025,C0630,P0034,1,52210,0,Centro,Local,Transferencia
V004307,07/12/2025,C0630,P0134,1,3950,0,Centro,Local,Crédito
V004308,12/05/2025,,P0051,2,23250,0.05,Centro,Local,QR
V004308,12/05/2025,,P0022,1,6900,0.05,Centro,Local,Transferencia
V004308,12/05/2025,,P0006,2,49060,0.1,Centro,Local,Transferencia
V004309,10/12/2025,C1659,P0001,1,22320,0,Los Hornos,Local,Crédito
V004309,10/12/2025,C1659,P0053,2,16900,0,Los Hornos,Local,Efectivo
V004310,19/01/2025,C1578,P0010,2,4800,0.15,Ecommerce,Online,Mercado Pago
V004310,19/01/2025,C1578,P0002,1,6900,0,Ecommerce,Online,Crédito
V004311,28/08/2026,C1134,P0013,1,59630,0.05,Los Hornos,Local,Crédito
V004312,13/11/2025,C0450,P0157,3,32490,0,City Bell,Local,Efectivo
V004312,13/11/2025,C0450,P0125,1,5250,0,City Bell,Local,Débito
V004312,13/11/2025,C0450,P0015,1,40630,0.1,City Bell,Local,Crédito
V004313,22/02/2025,C1115,P0192,1,24560,0,Ecommerce,Online,Transferencia
V004313,22/02/2025,C1115,P0066,1,68640,0,Ecommerce,Online,Débito
V004313,22/02/2025,C1115,P0146,1,38230,0.05,Ecommerce,Online,Débito
V004313,22/02/2025,C1115,P0022,2,6060,0,Ecommerce,Online,Transferencia
V004314,06/05/2025,C0460,P0128,1,13790,0,Ecommerce,Online,Transferencia
V004314,06/05/2025,C0460,P0109,1,18650,0.1,Ecommerce,Online,Transferencia
V004314,06/05/2025,C0460,P0084,1,4890,0,Ecommerce,Online,Crédito
V004315,03/03/2026,C0633,P0154,1,5240,0.05,Centro,Local,Crédito
V004315,03/03/2026,C0633,P0140,1,71460,0,Centro,Local,Transferencia
V004315,03/03/2026,C0633,P0089,1,6370,0.05,Centro,Local,Transferencia
V004316,26/03/2025,C0500,P0033,1,49980,0.15,Ecommerce,Online,Mercado Pago
V004316,26/03/2025,C0500,P0004,1,26000,0.1,Ecommerce,Online,Débito
V004317,17/07/2025,C1287,P0061,1,47860,0,Los Hornos,Local,Transferencia
V004317,17/07/2025,C1287,P0125,1,5580,0.2,Los Hornos,Local,Efectivo
V004317,17/07/2025,C1287,P0104,1,6420,0,Los Hornos,Local,Crédito
V004317,17/07/2025,C1287,P0044,1,19500,0,Los Hornos,Local,Crédito
V004318,10/07/2025,C0565,P0148,1,42350,0.2,Centro,Local,QR
V004318,10/07/2025,C0565,P0112,1,13000,0.1,Centro,Local,Efectivo
V004318,10/07/2025,C0565,P0149,1,67800,0,Centro,Local,Crédito
V004319,02/03/2026,C0294,P0030,3,22150,0,Centro,Local,Crédito
V004320,06/03/2026,C0818,P0195,1,27810,0.1,Los Hornos,Local,QR
V004320,06/03/2026,C0818,P0005,1,23120,0,Los Hornos,Local,Débito
V004320,06/03/2026,C0818,P0003,1,26230,0,Los Hornos,Local,Efectivo
V004321,21/10/2025,C1883,P0001,1,24540,0,Centro,Local,Crédito
V004321,21/10/2025,C1883,P0021,1,53000,0,Centro,Local,Transferencia
V004321,21/10/2025,C1883,P0091,3,8700,0,Centro,Local,Crédito
V004321,21/10/2025,C1883,P0122,1,10860,0,Centro,Local,Efectivo
V004322,22/03/2026,C1352,P0065,1,6950,0.1,City Bell,Local,Transferencia
V004322,22/03/2026,C1352,P0171,1,50760,0,City Bell,Local,Transferencia
V004322,22/03/2026,C1352,P0027,1,22940,0.05,City Bell,Local,Crédito
V004323,19/09/2025,C0332,P0009,3,8650,0.05,Ecommerce,Online,Débito
V004323,19/09/2025,C0332,P0028,1,32940,0,Ecommerce,Online,Mercado Pago
V004324,24/06/2025,C0430,P0183,1,36090,0.05,Centro,Local,Efectivo
V004324,24/06/2025,C0430,P0004,1,27370,0,Centro,Local,Efectivo
V004324,24/06/2025,C0430,P0132,1,19470,0.05,Centro,Local,Transferencia
V004324,24/06/2025,C0430,P0009,1,8590,0,Centro,Local,Débito
V004325,10/12/2025,C1034,P0007,1,20420,0,Los Hornos,Local,Efectivo
V004326,04/03/2025,C0210,P0022,1,6240,0,City Bell,Local,Transferencia
V004327,31/03/2025,C0020,P0001,1,24800,0.1,Centro,Local,Débito
V004327,31/03/2025,C0020,P0025,1,30690,0.1,Centro,Local,Crédito
V004327,31/03/2025,C0020,P0020,1,48470,0,Centro,Local,Débito
V004328,14/03/2025,,P0010,1,4710,0,City Bell,Local,Transferencia
V004329,14/03/2025,C1152,P0090,2,9870,0.05,Ecommerce,Online,Mercado Pago
V004330,12/05/2025,C0693,P0057,3,21140,0.05,Ecommerce,Online,Débito
V004331,07/01/2025,C1908,P0067,1,64490,0.05,Centro,Local,Transferencia
V004331,07/01/2025,C1908,P0001,1,25540,0.05,Centro,Local,Transferencia
V004331,07/01/2025,C1908,P0070,1,58900,0,Centro,Local,Transferencia
V004331,07/01/2025,C1908,P0124,1,4220,0,Centro,Local,QR
V004332,16/05/2025,C0560,P0181,1,31810,0.05,Centro,Local,QR
V004332,16/05/2025,C0560,P0095,1,7780,0,Centro,Local,Transferencia
V004332,16/05/2025,C0560,P0152,1,52210,0,Centro,Local,Transferencia
V004332,16/05/2025,C0560,P0108,1,3570,0,Centro,Local,QR
V004333,20/11/2025,C0855,P0150,4,33050,0,Ecommerce,Online,Mercado Pago
V004333,20/11/2025,C0855,P0040,1,20470,0.1,Ecommerce,Online,Débito
V004333,20/11/2025,C0855,P0010,1,4760,0.1,Ecommerce,Online,Mercado Pago
V004334,28/01/2026,C1851,P0041,2,50640,0.05,City Bell,Local,Débito
V004334,28/01/2026,C1851,P0102,2,4570,0.05,City Bell,Local,QR
V004334,28/01/2026,C1851,P0095,1,7750,0.15,City Bell,Local,Efectivo
V004335,20/10/2025,C0237,P0147,1,50290,0.05,Los Hornos,Local,Efectivo
V004335,20/10/2025,C0237,P0046,4,39970,0.15,Los Hornos,Local,Crédito
V004335,20/10/2025,C0237,P0025,1,30420,0.05,Los Hornos,Local,Efectivo
V004335,20/10/2025,C0237,P0035,2,9060,0,Los Hornos,Local,Crédito
V004336,06/03/2026,C0304,P0019,1,12950,0,Ecommerce,Online,Transferencia
V004337,03/05/2025,,P0053,1,17500,0,Ecommerce,Online,Débito
V004337,03/05/2025,,P0030,1,21760,0.15,Ecommerce,Online,Transferencia
V004338,01/10/2025,C0500,P0193,1,27460,0.05,Los Hornos,Local,Transferencia
V004339,07/01/2026,C0299,P0012,1,23110,0.2,Centro,Local,Crédito
V004339,07/01/2026,C0299,P0158,1,74170,0.1,Centro,Local,Efectivo
V004339,07/01/2026,C0299,P0011,1,33920,0,Centro,Local,Efectivo
V004340,09/06/2026,C0703,P0001,1,22300,0.05,Centro,Local,Débito
V004340,09/06/2026,C0703,P0140,2,66610,0,Centro,Local,Efectivo
V004340,09/06/2026,C0703,P0200,1,12290,0,Centro,Local,QR
V004341,02/12/2025,C1975,P0065,3,6680,0,City Bell,Local,Transferencia
V004342,28/05/2026,C1215,P0001,3,25140,0,Ecommerce,Online,Crédito
V004342,28/05/2026,C1215,P0070,1,62250,0.15,Ecommerce,Online,Crédito
V004343,30/12/2025,C0081,P0001,1,22870,0,Centro,Local,Transferencia
V004343,30/12/2025,C0081,P0177,1,19080,0,Centro,Local,Transferencia
V004344,01/06/2025,,P0003,1,25570,0,City Bell,Local,Transferencia
V004345,07/11/2025,C0243,P0075,1,43930,0,Centro,Local,Efectivo
V004345,07/11/2025,C0243,P0117,1,8510,0,Centro,Local,Crédito
V004345,07/11/2025,C0243,P0196,2,26120,0,Centro,Local,Efectivo
V004346,14/02/2026,C1734,P0027,1,22640,0,Ecommerce,Online,Transferencia
V004346,14/02/2026,C1734,P0081,4,9780,0,Ecommerce,Online,Débito
V004347,29/05/2026,C0081,P0003,1,25930,0.15,City Bell,Local,QR
V004347,29/05/2026,C0081,P0084,2,4580,0.05,City Bell,Local,Crédito
V004348,06/08/2025,C0304,P0116,1,3870,0,Los Hornos,Local,Crédito
V004348,06/08/2025,C0304,P0005,1,23560,0.15,Los Hornos,Local,Transferencia
V004349,13/07/2026,C1838,P0140,1,69220,0,Centro,Local,Transferencia
V004350,08/08/2025,C0702,P0196,1,25620,0.05,Ecommerce,Online,Débito
V004351,14/01/2025,C1028,P0085,1,3550,0.1,City Bell,Local,Débito
V004351,14/01/2025,C1028,P0056,1,65130,0.05,City Bell,Local,Débito
V004352,15/10/2025,C0815,P0095,1,7380,0.1,Centro,Local,Débito
V004352,15/10/2025,C0815,P0042,1,35200,0,Centro,Local,Crédito
V004352,15/10/2025,C0815,P0092,4,3420,0.05,Centro,Local,Crédito
V004352,15/10/2025,C0815,P0176,1,14190,0,Centro,Local,Débito
V004353,14/02/2026,C0389,P0199,2,22300,0,Centro,Local,QR
V004353,14/02/2026,C0389,P0118,1,11080,0.1,Centro,Local,Transferencia
V004354,28/12/2025,C1900,P0166,1,36240,0,City Bell,Local,Débito
V004354,28/12/2025,C1900,P0109,1,16500,0,City Bell,Local,Efectivo
V004355,29/03/2025,C0206,P0157,3,36120,0,City Bell,Local,Crédito
V004355,29/03/2025,C0206,P0093,1,11570,0.15,City Bell,Local,QR
V004355,29/03/2025,C0206,P0131,2,12340,0,City Bell,Local,Débito
V004355,29/03/2025,C0206,P0156,1,59660,0.1,City Bell,Local,Crédito
V004356,16/01/2026,C1666,P0145,1,56830,0.05,Centro,Local,QR
V004356,16/01/2026,C1666,P0038,1,12670,0,Centro,Local,QR
V004356,16/01/2026,C1666,P0057,1,22000,0,Centro,Local,Crédito
V004357,10/01/2026,C0783,P0120,1,13710,0.1,Centro,Local,Transferencia
V004357,10/01/2026,C0783,P0022,2,6880,0,Centro,Local,Crédito
V004357,10/01/2026,C0783,P0004,1,27150,0.2,Centro,Local,Crédito
V004357,10/01/2026,C0783,P0003,2,23660,0.05,Centro,Local,Transferencia
